First_Name,Last_Name,Roll_Number,Branch,Degree,Batch,Email,Hash_of_Password,Residence,Birthday,SignUp_Date,Profile_Picture,Private,AutoAdd_to_Groups
Rais,Bhue,167660177,HS,2016,167660177@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-11-03,2021-04-19 11:08:58,,false,true
Shabaz,Gotam,203408471,EE,2020,203408471@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-04-12,2020-01-14 09:55:05,,false,true
Mehtab,Kiccha,208667585,EE,2020,208667585@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-07-09,2021-04-24 16:09:15,,false,true
Jamir,Gowala,213646854,HS,2021,213646854@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-09-19,2020-04-12 07:56:53,,false,true
Sureshkumar,Rathava,193347238,AE,2019,193347238@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-10-25,2019-04-03 20:24:01,,false,true
Pagal,Hansdah,158807194,ME,2015,158807194@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-08-03,2022-03-14 23:14:06,,false,true
Jahidul,Gayakwad,187685713,CH,2018,187685713@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-07-16,2020-07-05 00:14:21,,false,true
Rasid,Pinjari,209459433,CSE,2020,209459433@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-03-07,2021-05-02 12:11:55,,false,true
Jaiprakash,Faiz,210128062,EN,2021,210128062@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-08-30,2021-01-13 12:31:13,,false,true
Param,Anilkumar,191603632,CH,2019,191603632@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-04-20,2021-11-28 10:31:00,,false,true
Navi,Kali,168349831,EN,2016,168349831@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-11-06,2019-07-25 05:22:21,,false,true
Motilal,Sada,171153376,HS,2017,171153376@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-01-01,2019-01-06 16:12:22,,false,true
Shatrudhan,Moin,155265621,CSE,2015,155265621@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-08-04,2020-10-05 14:18:34,,false,true
Kathir,Yadhav,192278070,AE,2019,192278070@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-12-27,2019-08-14 13:22:37,,false,true
Sanjaykumar,Jothi,175058737,CSE,2017,175058737@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-10-15,2022-04-01 08:33:30,,false,true
Murthy,Sriram,201109851,EE,2020,201109851@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-02-13,2020-01-22 19:28:26,,false,true
Ramkesh,Prathap,168722826,ME,2016,168722826@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-07-14,2019-06-08 03:13:19,,false,true
Harishankar,Vali,214140797,ME,2021,214140797@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-06-14,2020-10-27 03:15:05,,false,true
Rofikul,Nu,201809370,CH,2020,201809370@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-05-16,2019-03-31 10:13:00,,false,true
Sahadev,Ashrafi,198774449,EN,2019,198774449@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-04-01,2021-12-11 05:11:02,,false,true
Pravat,Raju Kumar,213003883,CSE,2021,213003883@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-06-05,2020-08-30 09:40:03,,false,true
Arjun Kumar,Dinesh Kumar,162232655,CH,2016,162232655@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-01-29,2019-11-13 02:12:46,,false,true
Shiv Shankar,Tanu,152121616,HS,2015,152121616@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-04-03,2020-05-05 04:20:04,,false,true
Singer,Boy,201029164,EN,2020,201029164@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-04-11,2020-09-27 15:51:51,,false,true
Rachit,Anshu,168653826,ME,2016,168653826@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-07-27,2019-06-03 13:59:41,,false,true
Aniruddha,Mullick,193475265,CH,2019,193475265@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-07-22,2021-05-20 23:42:56,,false,true
Pranjit,Mahadev,153547722,CH,2015,153547722@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-09-17,2019-08-15 09:31:14,,false,true
Devansh,Podder,216785339,CSE,2021,216785339@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-10-30,2020-06-10 12:53:54,,false,true
Sachin Kumar,Paramanik,195721828,HS,2019,195721828@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-02-26,2019-02-17 18:13:07,,false,true
Kundan Kumar,Mahali,190336195,AE,2019,190336195@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-03-09,2020-01-30 14:24:25,,false,true
Hritik,Pancholi,208400488,EN,2020,208400488@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-08-29,2020-06-15 16:59:54,,false,true
Eknath,Dhole,212015307,CH,2021,212015307@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-04-12,2020-04-08 15:32:30,,false,true
Vivek Kumar,Saren,193249692,EE,2019,193249692@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-08-21,2021-12-27 10:54:57,,false,true
Muneer,Valand,178596695,CH,2017,178596695@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-05-02,2021-08-26 03:13:15,,false,true
Jaspal,Mahakal,196521261,CSE,2019,196521261@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-10-07,2019-10-26 07:57:25,,false,true
Surjit,Baliyan,205093617,ME,2020,205093617@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-08-19,2020-09-17 16:34:04,,false,true
Zameer,Kumbar,162447275,EN,2016,162447275@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-09-28,2022-01-29 14:50:27,,false,true
Salauddin,Koshti,193141150,ME,2019,193141150@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-11-03,2021-12-13 17:04:46,,false,true
Sattar,Limbachiya,184655117,CSE,2018,184655117@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-10-08,2020-02-23 21:56:08,,false,true
Maan,Gangmei,204985880,CSE,2020,204985880@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-08-29,2019-04-24 18:20:47,,false,true
Harpal,Phukon,194288658,AE,2019,194288658@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-01-12,2019-10-18 07:09:15,,false,true
Daud,Khandagale,218077898,AE,2021,218077898@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-10-20,2020-10-12 16:01:10,,false,true
Owais,Digal,218450082,ME,2021,218450082@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-02-20,2022-02-02 22:36:20,,false,true
Makhan,Jagdale,219302367,HS,2021,219302367@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-07-29,2019-05-09 22:34:45,,false,true
Vinodkumar,પરમાર,213034161,AE,2021,213034161@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-09-28,2021-12-18 04:57:47,,false,true
Vinesh,Nimbalkar,191881838,AE,2019,191881838@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-12-28,2022-04-23 07:31:58,,false,true
Shuaib,Tlau,200077069,ME,2020,200077069@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-02-09,2020-03-18 01:49:47,,false,true
Sidhu,Suraj Kumar,219062441,CSE,2021,219062441@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-10-01,2021-09-05 07:53:29,,false,true
Susil,Hajare,163596777,AE,2016,163596777@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-04-12,2022-02-15 16:02:18,,false,true
Elumalai,Madhavi,218597632,CSE,2021,218597632@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-03-31,2020-10-05 03:17:32,,false,true
Nepal,Jethva,174254643,CH,2017,174254643@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-08-06,2019-10-18 22:41:16,,false,true
Birjesh,Majeed,199893345,EN,2019,199893345@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-01-17,2020-08-12 10:04:32,,false,true
Magesh,Babul,196810653,AE,2019,196810653@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-08-25,2021-08-16 02:51:59,,false,true
Dhinesh,Ulla,204774044,HS,2020,204774044@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-06-07,2020-12-13 02:20:23,,false,true
Ajaj,Gulzar,158467045,HS,2015,158467045@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-12-14,2020-10-27 01:38:43,,false,true
Gyanendra,Vijayakumar,193919088,EN,2019,193919088@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-09-13,2020-01-06 22:57:46,,false,true
Ramkrishna,Thota,151297218,ME,2015,151297218@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-12-08,2021-07-25 02:09:48,,false,true
Nagraj,Dileep,154902534,HS,2015,154902534@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-09-19,2020-12-27 04:15:44,,false,true
Sadhu,Deewana,185169294,EN,2018,185169294@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-04-22,2021-11-11 17:38:35,,false,true
Ramavtar,Santu,196476032,HS,2019,196476032@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-10-17,2020-06-28 05:25:50,,false,true
Srk,Rebel,193212359,HS,2019,193212359@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-07-21,2020-02-11 03:27:33,,false,true
Mehraj,Kuamr,182848172,HS,2018,182848172@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-08-06,2019-11-17 15:43:16,,false,true
Satender,Talwar,168117378,AE,2016,168117378@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-10-26,2019-03-21 07:14:26,,false,true
Vijay Singh,Ritu,180989730,EE,2018,180989730@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-11-19,2020-12-04 03:14:48,,false,true
Ranjit Kumar,Shri,164842650,EN,2016,164842650@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-06-16,2022-03-13 01:23:03,,false,true
Jenish,Sangeetha,198540358,AE,2019,198540358@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-01-03,2020-12-23 19:36:41,,false,true
राम,সেখ,187294643,CH,2018,187294643@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-07-21,2021-05-03 20:52:23,,false,true
राजु,Sneha,194779977,CSE,2019,194779977@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-07-14,2021-03-09 13:47:08,,false,true
Baria,Haresh,199261201,HS,2019,199261201@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-05-21,2019-01-07 07:23:33,,false,true
Gorav,Sau,188952157,HS,2018,188952157@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-09-27,2019-06-15 16:53:10,,false,true
विनोद,Ayush,219996391,ME,2021,219996391@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-06-09,2022-04-20 05:45:33,,false,true
Rutik,Rabidas,186173299,EE,2018,186173299@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-09-05,2021-02-05 12:10:23,,false,true
Aneesh,Mudi,217522667,CH,2021,217522667@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-11-28,2019-02-07 04:24:23,,false,true
Binu,Horo,183509900,CSE,2018,183509900@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-09-27,2021-08-15 07:05:59,,false,true
Jasim,Chavada,166331789,ME,2016,166331789@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-06-05,2022-02-25 21:30:53,,false,true
Jabbar,Himanshu,180300972,AE,2018,180300972@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-04-10,2020-06-23 05:18:52,,false,true
Harikesh,Avhad,172866815,EN,2017,172866815@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-10-13,2022-02-07 01:38:30,,false,true
Jasbir,Chunara,217120767,ME,2021,217120767@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-03-01,2020-05-29 22:55:08,,false,true
Rajeshwar,गायकवाड,167785491,ME,2016,167785491@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-05-25,2021-11-21 20:00:22,,false,true
Praba,Rayka,199746268,HS,2019,199746268@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-10-14,2021-11-14 21:54:22,,false,true
Manjur,Rajputana,213899653,EN,2021,213899653@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-07-19,2020-06-25 20:49:16,,false,true
Paramjeet,Makavana,151217474,HS,2015,151217474@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-09-17,2019-06-11 21:00:16,,false,true
Chhote,Agrwal,193928876,HS,2019,193928876@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-05-06,2019-11-09 18:39:20,,false,true
Vetri,Haq,168595339,CH,2016,168595339@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-11-18,2020-01-05 06:46:50,,false,true
Ashokkumar,Naseem,218421164,ME,2021,218421164@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-05-26,2022-04-23 03:10:41,,false,true
Sant,Rajeev,153858369,HS,2015,153858369@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-06-15,2020-01-03 18:39:39,,false,true
Ps,Bohara,189528789,EN,2018,189528789@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-04-15,2020-07-23 13:16:23,,false,true
Srinivasa,Prashad,205905543,EE,2020,205905543@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-05-23,2019-01-27 03:38:47,,false,true
Gh,Nagarajan,179674403,CSE,2017,179674403@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-05-02,2019-12-12 05:59:00,,false,true
Kr,Arasu,195291797,CH,2019,195291797@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-04-29,2019-04-06 06:55:55,,false,true
Upender,Mandol,164006517,EE,2016,164006517@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-07-19,2019-04-26 22:52:26,,false,true
Amitkumar,Ravindra,201976621,EE,2020,201976621@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-01-15,2021-07-28 16:33:02,,false,true
Sadhan,Barma,167632241,EE,2016,167632241@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-10-11,2020-04-29 18:20:25,,false,true
Pradhan,Pushpa,151814044,HS,2015,151814044@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-11-01,2021-09-14 23:18:38,,false,true
Kavin,Bhutia,195695086,CH,2019,195695086@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-04-30,2019-04-08 11:02:59,,false,true
Saruk,Kumae,162676373,HS,2016,162676373@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-02-15,2021-10-31 13:44:16,,false,true
Mandar,Dhanu,182994134,EN,2018,182994134@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-08-25,2020-10-27 23:15:11,,false,true
Amulya,Somu,193863485,EN,2019,193863485@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-04-14,2019-12-16 21:32:25,,false,true
Bhart,Monika,154921997,AE,2015,154921997@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-01-03,2020-02-26 17:05:11,,false,true
Bheru,Sukla,193696437,ME,2019,193696437@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-08-29,2020-05-23 00:20:17,,false,true
Mrinmoy,Seal,203204368,AE,2020,203204368@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-11-14,2022-03-02 06:06:37,,false,true
Simanta,Dancer,187904784,HS,2018,187904784@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-10-10,2021-11-27 16:14:47,,false,true
Hrithik,Atul,210684750,CH,2021,210684750@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-03-24,2020-03-12 20:08:48,,false,true
Arav,Surin,182734469,ME,2018,182734469@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-11-04,2021-09-02 14:23:47,,false,true
Pulkit,Narwal,193043147,EE,2019,193043147@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-03-27,2019-09-17 08:05:27,,false,true
Jayraj,Mukhi,193871987,ME,2019,193871987@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-01-02,2021-11-28 05:39:10,,false,true
Amrut,Rathee,214440364,EE,2021,214440364@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-04-05,2021-12-12 22:51:39,,false,true
Ramveer,Thokchom,159150322,CH,2015,159150322@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-06-14,2021-03-31 01:22:30,,false,true
Popat,Baskey,152314310,AE,2015,152314310@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-12-01,2021-09-07 16:28:26,,false,true
Lovekush,Shivhare,171016609,HS,2017,171016609@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-05-16,2020-09-28 00:36:30,,false,true
Mujeeb,पाटिल,192840700,EE,2019,192840700@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-12-26,2019-12-06 02:51:49,,false,true
Ramzan,Kevat,178792444,EE,2017,178792444@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-07-06,2022-04-23 05:02:23,,false,true
Sujith,Bhau,219189812,HS,2021,219189812@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-12-24,2019-11-19 16:24:47,,false,true
Ubaid,Belim,178168167,CSE,2017,178168167@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-04-07,2019-08-24 16:22:11,,false,true
Faraz,Dabhade,204508887,EN,2020,204508887@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-04-14,2021-03-17 01:22:34,,false,true
Narinder,Balmiki,209387465,ME,2020,209387465@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-04-29,2020-08-22 02:09:49,,false,true
Sahab,Kesarwani,154939294,EE,2015,154939294@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-10-12,2021-06-20 09:48:23,,false,true
Aleem,Chandrakar,175538315,EN,2017,175538315@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-02-02,2022-04-15 11:03:19,,false,true
Atik,Seervi,181727328,CSE,2018,181727328@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-12-07,2022-01-29 14:24:28,,false,true
Sinu,Pankaj Kumar,167086620,ME,2016,167086620@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-10-24,2019-01-04 07:42:05,,false,true
Robi,Painkra,159679338,AE,2015,159679338@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-04-30,2020-12-13 07:33:43,,false,true
Dinu,Bansod,169014022,CH,2016,169014022@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-06-27,2022-03-11 06:30:33,,false,true
Senthilkumar,Gaykwad,193135013,EE,2019,193135013@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-02-08,2021-07-22 20:22:19,,false,true
Asik,मोरे,183223532,CH,2018,183223532@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-01-11,2020-04-08 12:10:33,,false,true
Dinanath,Kumara,154398823,AE,2015,154398823@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-01-03,2020-07-19 17:18:45,,false,true
Moorthi,Rasool,154857534,EN,2015,154857534@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-09-22,2019-09-02 10:10:18,,false,true
Rejaul,Sherpa,166553711,CH,2016,166553711@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-12-03,2021-02-03 11:32:08,,false,true
Karna,Parvez,216760417,CSE,2021,216760417@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-07-13,2021-02-24 08:27:02,,false,true
Mainul,Mahar,168510517,EN,2016,168510517@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-08-01,2021-10-27 20:48:18,,false,true
Naidu,Afsar,213207084,AE,2021,213207084@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-12-21,2021-11-30 07:36:56,,false,true
Premkumar,Shakil,215558024,EN,2021,215558024@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-09-14,2020-08-25 23:05:15,,false,true
Udhaya,Iyer,176840460,CH,2017,176840460@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-03-27,2019-11-23 07:56:44,,false,true
Sekh,Ajaz,207371192,ME,2020,207371192@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-04-14,2019-04-28 08:31:57,,false,true
Chunnu,Qurashi,214141854,AE,2021,214141854@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-08-22,2022-04-16 23:26:39,,false,true
Parthiban,Hegde,189677436,ME,2018,189677436@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-05-10,2021-03-24 21:20:51,,false,true
Rajes,Suni,150589154,EN,2015,150589154@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-02-26,2021-05-04 21:38:52,,false,true
Jagmohan,Gori,181104031,EN,2018,181104031@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-11-01,2021-05-21 23:20:13,,false,true
Prahalad,Siri,158929959,ME,2015,158929959@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-12-14,2019-09-02 18:42:08,,false,true
Shatrughan,Balamurugan,177057537,EE,2017,177057537@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-04-22,2019-07-25 09:41:05,,false,true
Bishu,Kapur,181122846,EN,2018,181122846@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-06-05,2021-01-30 18:13:44,,false,true
Shivnath,Senthilkumar,173663753,ME,2017,173663753@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-12-03,2021-04-14 15:28:21,,false,true
Ram Singh,Nagendra,176006150,CH,2017,176006150@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-01-28,2020-07-09 08:09:54,,false,true
Mahes,Zoya,168962208,CH,2016,168962208@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-06-22,2022-03-13 13:25:53,,false,true
Kamlesh Kumar,Sudhir,207611368,EN,2020,207611368@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-05-05,2021-03-28 04:22:12,,false,true
Bimlesh,Kittu,195288545,AE,2019,195288545@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-12-03,2019-04-13 19:04:17,,false,true
Mansingh,Malli,185763284,AE,2018,185763284@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-08-23,2020-02-02 13:50:09,,false,true
Shrinivas,Gain,158195481,EE,2015,158195481@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-03-22,2020-08-13 17:40:15,,false,true
Shivram,Barui,187810272,EE,2018,187810272@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-07-08,2019-10-23 23:10:44,,false,true
Nandha,Oberoi,188864884,EN,2018,188864884@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-02-18,2022-02-26 06:14:33,,false,true
Paban,Veeru,190874349,AE,2019,190874349@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-02-15,2021-12-23 17:18:23,,false,true
Ballu,Sihag,162758819,EE,2016,162758819@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-03-10,2021-05-04 13:37:48,,false,true
Lakhi,Pawan Kumar,193644756,CSE,2019,193644756@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-04-30,2019-05-16 00:03:33,,false,true
Akhilesh Kumar,Murari,193181541,ME,2019,193181541@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-11-18,2021-08-22 08:53:15,,false,true
Sumanth,Vaid,188962281,AE,2018,188962281@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-10-07,2020-08-12 20:31:11,,false,true
Satveer,Saurav,202866691,HS,2020,202866691@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-12-05,2020-06-26 05:10:39,,false,true
Malli,Dorjee,197138743,HS,2019,197138743@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-04-17,2019-09-23 08:00:48,,false,true
Guddu Kumar,Kokate,182030903,CSE,2018,182030903@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-06-10,2020-03-16 04:36:01,,false,true
Sujit Kumar,Jhariya,173970355,CSE,2017,173970355@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-05-25,2019-06-07 15:49:50,,false,true
Chittaranjan,Moirangthem,161888251,HS,2016,161888251@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-12-31,2022-01-02 21:19:32,,false,true
Soumitra,Lkr,155849566,ME,2015,155849566@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-02-08,2021-07-29 11:58:56,,false,true
Arabinda,Bhagwat,198519296,HS,2019,198519296@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-06-09,2021-10-14 04:49:09,,false,true
Veerendra,Tadavi,152250638,EN,2015,152250638@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-11-28,2020-05-24 20:41:02,,false,true
Siddhu,Afridi,169705367,HS,2016,169705367@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-09-04,2021-02-03 08:45:54,,false,true
Sudhansu,Vijayan,153199581,ME,2015,153199581@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-04-27,2021-02-09 01:22:00,,false,true
Aarush,Natarajan,177896532,EN,2017,177896532@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-08-22,2022-03-04 00:07:26,,false,true
Pubg,Rabbani,169728381,CH,2016,169728381@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-08-09,2020-02-01 00:41:35,,false,true
Vala,Bahi,152171889,EE,2015,152171889@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-12-11,2021-04-09 03:08:00,,false,true
Arush,Kathat,175803998,ME,2017,175803998@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-09-16,2019-03-14 21:23:43,,false,true
Kano,Sathi,204889699,CSE,2020,204889699@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-09-15,2021-12-26 00:21:03,,false,true
S S,Suvarna,172109909,ME,2017,172109909@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-08-29,2020-04-17 07:38:32,,false,true
Himangshu,Sarfaraz,157667234,EN,2015,157667234@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-07-18,2021-01-18 03:52:49,,false,true
Gotam,Hira,209893142,AE,2020,209893142@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-01-09,2021-06-06 19:39:01,,false,true
Rajubhai,Keyan,160039135,CH,2016,160039135@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-11-20,2021-11-10 12:59:15,,false,true
Atharva,Suma,151783770,HS,2015,151783770@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-05-04,2022-03-10 19:57:41,,false,true
Lakshya,Haran,197947749,ME,2019,197947749@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-07-03,2021-03-13 11:25:58,,false,true
Shivendra,Ramakrishna,213557632,CSE,2021,213557632@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-08-19,2020-10-17 02:33:21,,false,true
Papai,Surti,165287220,ME,2016,165287220@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-06-21,2020-11-13 11:49:48,,false,true
Anuj Kumar,Selvakumar,173082010,EE,2017,173082010@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-01-31,2021-05-27 05:46:09,,false,true
Yallappa,Kuri,158951501,HS,2015,158951501@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-06-13,2019-04-01 08:19:37,,false,true
Basava,Chaudhri,156784165,EN,2015,156784165@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-10-17,2021-10-19 02:37:55,,false,true
